word,count,0: Economic,1: Capacity and Resources,2: Morality,3: Fairness and Equality,"4: Legality, Constitutionality, Jurisdiction",5: Policy Prescription and Evaluation,6: Crime and Punishment,7: Security and Defense,8: Health and Safety,9: Quality of Life,10: Cultural Identity,11: Public Sentiment,12: Political,13: External Regulation and Reputation,14: Other
carry,2854,-0.25174972,-0.22609289,-0.32627597,0.09116254,-0.06942506,0.072179236,-0.22346453,0.047281094,-0.032670148,0.13183412,0.26842332,0.099962555,-0.0049646473,-0.021756072,-0.11622281
five,2844,0.03716749,-0.21678765,-0.124819174,-0.288772,-0.005434791,0.16514365,0.063817315,-0.057593346,0.08733162,-0.13788982,0.02900727,-0.09677625,-0.14656816,-0.08145953,-0.13789763
prison,2841,-0.12885794,0.2531655,-0.13958511,-0.0039156964,-0.07660507,-0.06458403,0.36609265,0.047776677,-0.029056875,0.002317586,-0.15835395,0.005301972,-0.3696989,0.0003829805,-0.046452373
killed,2839,-0.03865202,-0.24826552,0.121348344,-0.118398406,0.059259046,-0.034147903,0.11975938,0.13347262,0.16393347,0.03445214,-0.10763876,-0.057420418,0.0662655,0.120274685,-0.14865288
owner,2788,0.051138293,0.1630139,0.0329954,-0.015586556,0.1166451,-0.040986817,-0.13426207,0.20624813,-0.08191014,-0.13669984,-0.16351521,0.19352917,-0.050902095,-0.12332716,-0.1650047
good,2786,0.05263764,-0.3319562,0.24891153,0.027025,-0.021106677,0.11670167,-0.16720267,0.1651061,-0.16626751,-0.06669671,-0.19055931,-0.034603737,0.028443849,0.01424426,-0.18286626
voter,2785,-0.39951456,-0.18191567,0.05633045,-0.097692415,-0.26036713,0.037366588,-0.3951002,-0.34225988,-0.35947317,-0.325036,-0.19314554,0.46373084,0.12568094,-0.04874568,-0.12869763
trump,2778,-0.12113683,-0.41871953,-0.2088313,0.14093342,-0.19781551,-0.017205665,-0.115279645,0.026308402,-0.20874457,-0.04524916,-0.19007738,-0.20646425,0.32326302,0.03940715,-0.12931058
governor,2773,-0.32525572,-0.28670892,-0.113309465,0.0082953,-0.23873332,-0.36226586,-0.07886858,-0.064307325,-0.14157544,-0.40720043,-0.6528439,-0.181722,0.6229199,-0.23636644,0.22731113
see,2769,0.060617406,-0.1058334,0.01910635,-0.035902455,-0.33710676,0.046540942,-0.13114786,-0.15669002,0.04187622,-0.055984627,0.033959117,0.11344096,0.035892326,-0.038849045,0.033763885
sen,2763,-0.14611109,-0.005041674,-0.5455814,0.066674426,-0.31142697,-0.05923541,-0.22875862,-0.26334372,-0.3958461,-0.047446277,-0.46350878,-0.3496879,0.48080593,-0.51564324,-0.06208079
officer,2745,0.05983621,-0.17253204,0.18063873,0.14908364,-0.06979266,-0.026512649,0.081113935,-0.35739332,-0.053613894,-0.024026467,-0.3075728,-0.12354399,-0.06507338,-0.6128061,-0.1586268
keep,2741,0.24267322,0.12631397,-0.21871603,-0.13969539,0.024540685,-0.048289284,-0.097911105,0.16941488,0.0006702161,-0.08020461,-0.027178371,-0.23132585,-0.09231798,-0.042698063,0.042501114
least,2724,0.18677008,-0.10801714,0.13319232,-0.06575887,-0.071563534,-0.046134494,-0.04775265,-0.1648497,0.14141095,-0.05362025,-0.029862048,-0.42547432,0.07934678,0.28098845,-0.08290884
san,2717,-0.061890185,-0.199814,-0.18412879,-0.091027394,0.032951005,-0.030120779,-0.031694602,-0.09703323,0.15590781,-0.16334198,0.059736293,-0.01054263,-0.056482475,-0.13504013,-0.054564986
defense,2717,0.29261342,-0.430746,-0.0457952,-0.038622998,0.069126815,0.024813404,-0.34906328,0.33617237,0.17151226,-0.09209625,0.09943411,0.04134375,-0.010358582,-0.19886057,-0.017479444
set,2716,-0.0045163683,0.09216231,0.01714949,-0.23835313,0.06005606,-0.0066557587,-0.10212518,-0.083608456,-0.14948547,-0.01089919,0.054597296,0.07926893,-0.28336635,-0.087995455,-0.20253314
allow,2712,0.014232114,0.07621492,-0.104956284,0.091702275,0.012917009,0.09921597,-0.06967385,-0.028056007,-0.0046866555,0.056411207,-0.45330742,0.06916813,0.079870574,-0.12390907,-0.1475759
virginia,2705,0.05649687,0.022060828,-0.2821534,-0.02130344,-0.18048832,0.050442103,-0.018618684,-0.4193612,0.0035354868,0.1725037,0.012240616,-0.15690584,0.0676063,0.1847928,-0.1471214
might,2704,-0.16989087,-0.15944642,0.012878205,-0.12949225,-0.0024135509,-0.2381935,-0.07687217,0.15192538,0.13317302,-0.012852936,0.12903821,0.05792425,0.15875953,0.029481994,-0.10445853
money,2668,0.5012797,-0.025194377,0.06523161,-0.09933843,-0.27647507,-0.2589299,0.12263454,0.05476942,-0.11161558,-0.1858782,-0.083439864,-0.14035834,-0.04664073,-0.08644463,-0.060470592
others,2661,0.01079285,-0.17554775,-0.18578504,0.06739847,-0.056062438,0.1491398,0.03964877,-0.15926544,0.17601019,0.025471998,-0.004752128,0.19919184,-0.08131896,-0.3420183,0.0132688265
killing,2630,0.12349192,-0.4091156,0.09519766,-0.25449276,0.005384613,0.026063263,0.16646327,-0.10885776,-0.05561054,-0.32099795,-0.080667526,0.040534895,-0.22814491,0.14566788,-0.20366076
came,2629,-0.18015246,0.10377119,0.0037025786,-0.14689885,-0.053822998,-0.17106941,0.17890419,-0.30473357,-0.20149466,-0.13533673,0.09888514,-0.105958864,0.10737789,0.13261627,-0.050477233
thing,2613,0.0056551252,-0.0073811514,-0.036277525,0.037203383,0.13837051,-0.07242766,-0.12681398,-0.19385177,-0.10735682,0.035756066,0.047083005,-0.018872919,0.08703328,0.046291832,-0.029646542
prosecutor,2604,-0.12084376,-0.24760783,-0.17784055,0.1613752,0.1004594,-0.056482337,0.056877363,0.04052224,-0.18403986,-0.42626145,-0.10540549,-0.11352441,-0.31388247,-0.544106,-0.10201637
legislature,2603,-0.21599625,-0.017830765,-0.18155108,-0.014553473,0.008531293,0.10594066,-0.284551,-0.34261107,-0.072657645,-0.3388312,0.08835327,-0.07326975,0.24573167,-0.47577998,-0.11380332
become,2597,0.057714123,-0.060463272,-0.26744327,-0.17286858,0.12175521,0.0426844,-0.22322759,-0.08845464,-0.016697105,0.11162401,0.24482982,-0.3630983,0.04671024,-0.036224786,-0.055118352
church,2587,-0.31448168,-0.3495178,0.9626177,-0.3317383,-0.28649637,-0.15453777,-0.0072334674,-0.18314436,-0.32323703,-0.16682054,-0.30925426,-0.27500057,-0.40098873,-0.7365654,-0.23015325
security,2587,-0.0911579,-0.25990787,-0.27793637,-0.4004941,0.052529056,-0.01929143,-0.082492836,0.62937856,-0.19570288,-0.07246714,-0.32321274,0.002722977,-0.11101627,-0.2920169,-0.107418284
job,2573,0.41570044,0.03998884,-0.5329315,-0.0015946479,-0.061030243,-0.08829201,-0.1676314,-0.27659246,-0.18465604,0.11223637,-0.051722985,-0.14133348,0.051460862,-0.3069149,0.1251852
le,2558,0.11097454,-0.018954989,0.015192395,-0.21701191,-0.2049468,-0.08497764,-0.024717286,-0.17235215,0.012315453,-0.1085889,-0.071638435,0.046814635,0.02858941,0.076970115,-0.15593855
thats,2537,-0.06747382,0.077814475,0.09160811,0.108413406,-0.013070922,-0.015527643,-0.03338848,0.013605513,-0.05889998,-0.14489865,0.09113964,0.01572081,-0.07827016,0.06643758,-0.1596556
cost,2536,0.60630167,-0.22638495,0.052570425,-0.17810726,-0.1560731,0.018137394,-0.2865716,-0.33109355,-0.2652313,-0.3249854,-0.098872885,-0.19025852,-0.00059770036,-0.01956978,-0.16698149
asked,2534,-0.21624757,-0.30163783,0.3136612,-0.11617925,0.108366236,-0.38117132,-0.11447743,-0.036869984,-0.15961148,0.20649263,-0.15055816,0.10891146,0.18344955,0.26498887,-0.09814812
rule,2527,-0.10943048,-0.28105763,0.12739022,0.071791746,0.060689222,0.10299279,-0.13192934,-0.14601006,-0.052146517,-0.31177202,-0.23042184,-0.15780377,0.02475354,-0.045154925,-0.13166448
end,2526,-0.13415378,0.15108413,-0.24101463,0.08812418,-0.040790904,-0.027641913,-0.14128259,0.08804399,0.12196438,0.09708806,0.11066299,0.15467602,0.06486623,-0.31235608,-0.11030667
st,2520,0.05047257,0.18079832,0.041101992,-0.14684364,0.045015674,-0.0803755,0.18035622,-0.2324223,-0.07546143,-0.0015085023,0.16874354,-0.09011688,-0.16497959,-0.4977823,-0.23156688
give,2508,0.2622023,-0.0012171236,-0.22122861,-0.33061242,0.12853701,0.14680333,-0.06652901,-0.051231727,-0.12251213,-0.034033857,0.010062347,-0.04319208,-0.05186797,-0.28653258,-0.06981204
authority,2492,-0.46425742,-0.16477579,0.059550695,-0.06421587,0.027767938,-0.16717815,0.2846379,0.108013526,-0.17199446,-0.050352685,-0.2509814,-0.15481874,-0.19048426,0.019385025,-0.07087996
smoker,2482,-0.09753381,-0.2163413,-0.20865875,0.08216268,-0.022290258,0.02916903,-0.20343134,-0.41021532,0.058547705,0.05936675,-0.02941336,-0.083206475,-0.17480814,-0.33651298,-0.21445344
across,2475,0.07694854,-0.18061094,-0.107656635,0.07102311,0.0060609565,-0.12028237,0.23967771,0.17554617,-0.029544499,0.13141753,-0.18863474,0.35281104,-0.12567595,-0.32602876,-0.19265331
face,2474,-0.12399723,0.062159684,-0.21531214,-0.26223436,-0.09186541,-0.18495664,0.33788127,-0.03266671,0.12848975,-0.035006933,-0.06119913,-0.053517405,-0.016471483,0.24296409,-0.15319307
smoke,2472,0.066347905,-0.34952852,-0.39726797,-0.15430151,-0.1794195,-0.01610579,-0.23322128,-0.27613017,0.07016805,-0.13604204,-0.031216655,0.035036255,-0.11006189,0.0020015312,-0.24135064
never,2468,-0.2107075,-0.348955,0.11885516,0.18966712,-0.022065548,-0.072091006,-0.09792332,-0.17250891,-0.07389708,0.12184495,0.085837066,0.093228795,-0.050390888,-0.1762507,-0.062382285
director,2450,-0.013718443,0.29067394,-0.2859915,0.07142897,-0.12787062,0.10624714,-0.012835534,0.11174253,0.0929757,-0.01529022,0.096880995,-0.0232069,-0.21710235,-0.127109,-0.16257012
hearing,2441,-0.14896986,-0.15537046,0.095231615,-0.10807799,0.119217455,-0.012778005,-0.20787565,0.121532135,0.05098399,-0.07772546,-0.23473053,-0.0747321,0.1515995,-0.16216242,-0.19536212
level,2438,-0.22343756,0.13350412,-0.13493519,-0.069686696,-0.21498856,0.09050507,0.12365563,-0.60726887,0.20070797,0.09398933,-0.085705124,-0.1564446,0.0219249,-0.05797382,-0.17771244
increase,2438,0.07504672,0.20350851,-0.24575296,-0.17975071,-0.21407077,0.110816,-0.10752537,-0.19865982,0.09938805,-0.104701824,-0.19343644,-0.13201186,-0.18351786,-0.15942681,-0.118277326
license,2427,-0.32103813,-0.040750585,0.083570085,-0.1570827,0.26110992,-0.009069334,0.12800588,-0.21539526,-0.21945573,-0.1419721,-0.10253463,-0.037002984,-0.18134812,0.017373279,-0.1449254
georgia,2421,0.024881994,0.22214578,-0.01020214,0.05113777,-0.16172265,-0.09390438,0.18539853,0.065225914,0.10517523,-0.06491642,-0.092702806,-0.075265974,-0.039786372,-0.014369094,0.0016395706
past,2408,-0.25278232,0.21441568,0.124518335,-0.007487086,0.019997366,-0.10329863,0.05086161,-0.032109037,0.032702442,-0.10039341,0.02545729,-0.08634692,-0.023119373,0.15374418,-0.19670388
charge,2404,0.08087685,-0.79113305,-0.19865893,-0.23005363,0.13510558,-0.2734358,0.18411809,0.025160566,-0.23473823,-0.7283093,-0.20903276,-0.18376638,-0.23250484,-0.20595539,-0.28194094
lawsuit,2401,-0.5042907,0.027615407,0.031700857,-0.0992961,0.70460266,-0.38369372,-0.35128212,-0.5057015,-0.41704226,-0.4192641,-0.27597028,-0.44599512,-0.24701117,-0.14050438,-0.13729456
executive,2383,0.38063332,0.056998834,-0.00862333,-0.030032186,0.24368072,0.03995223,-0.18817613,-0.16189595,-0.11528771,-0.15216549,-0.075895615,0.06694004,-0.04317829,-0.039591826,-0.18158822
scientist,2366,-0.34955478,0.28476596,-0.20384964,-0.3138227,0.06607507,-0.25250906,-0.48700953,-0.39386386,0.05401365,0.0047120894,-0.3480342,-0.0408375,0.13817604,-0.13301902,-0.0073954295
around,2365,0.11244168,0.27378917,-0.08256345,-0.008104169,0.030912772,-0.1281668,-0.19809261,-0.1262853,-0.057773624,-0.004740433,0.08940994,0.13766508,-0.08532121,0.029715117,-0.20276323
far,2362,0.03959622,0.0074627455,-0.3148213,-0.21549998,-0.19917278,-0.17416863,0.22518255,0.017582895,-0.14208853,-0.15519214,-0.028203486,0.109504804,0.03049928,0.31764674,-0.058682922
believe,2361,0.0217529,-0.18503152,0.32533398,0.013456777,-0.26678932,-0.06925796,0.052440673,0.17207539,0.10789102,-0.13130905,0.09220975,-0.055566583,0.0793244,-0.41223088,-0.17011003
capital,2361,0.5020835,-0.16837749,-0.22997302,0.28194806,-0.17437726,0.18968958,-0.30734348,-0.34642076,-0.040897038,-0.3679,0.034924217,0.08548611,0.015730744,-0.20073006,-0.07743872
order,2357,-0.18282971,-0.013145261,-0.14674188,0.03213527,-0.028468397,0.03317964,0.061767634,0.21210857,-0.047663413,0.092516154,0.11931543,-0.08045108,0.1104272,-0.16148263,0.08399173
mayor,2349,-0.27229238,0.08722319,-0.3484228,0.1163879,-0.09118692,0.071954854,-0.17881711,0.066194616,-0.087498225,-0.2576366,-0.051928375,-0.21546718,0.3805243,-0.0735652,-0.057878606
likely,2340,-0.11010024,-0.16851473,-0.104025796,0.019507576,0.15510455,-0.031012021,-0.27757424,0.027717406,-0.049164042,0.08245266,0.02790609,-0.057873186,-0.0811195,-0.14710577,-0.14166044
point,2337,-0.06319226,-0.058904152,-0.06500025,0.036441024,-0.096576214,0.06782322,0.1692179,-0.029773192,-0.06551035,-0.251762,0.18886645,0.13236113,-0.019214317,-0.086606,-0.0107073495
drug,2332,-0.07599193,0.33938244,-0.24832255,-0.041062325,-0.13226798,0.032199893,0.047012124,-0.17968176,0.21762145,-0.10492062,-0.17672499,-0.17922096,0.015917651,0.023738004,-0.02452125
stop,2327,0.07424258,-0.07959285,-0.055433583,-0.022115609,-0.04293951,-0.02516689,0.10559142,-0.073795184,-0.10841398,0.25331298,-0.15539014,0.21997076,-0.1813482,0.083922744,-0.20497124
march,2326,-0.20665142,0.116410755,-0.56156284,0.04553255,-0.13819505,-0.11033096,-0.29608533,-0.19523136,-0.06305619,-0.35340786,-0.0961631,0.48218444,-0.24849239,-0.106348656,-0.13836822
nearly,2320,-0.25002024,-0.005552456,-0.14351392,0.062995106,-0.025402032,-0.07662995,-0.02865584,-0.1309598,-0.02287546,0.049773954,0.0563665,0.34406194,-0.079438336,-0.1622317,-0.10349025
saying,2319,-0.16999026,0.0044266293,0.011752501,0.08621783,-0.09252025,-0.15228824,-0.20783636,-0.51980835,-0.14328615,0.123427086,-0.067240484,-0.0069439914,0.14437382,-0.04082815,-0.15969345
men,2310,0.047246948,-0.46348137,0.0530743,0.2770176,-0.016220288,-0.20219205,-0.052795637,0.12321079,-0.13842358,-0.045496903,-0.0020791765,-0.040005606,-0.08832732,-0.22893888,-0.20807166
took,2293,-0.10071739,-0.034039423,-0.17262925,-0.06235109,-0.085280865,-0.079686396,0.13250291,0.2569531,0.10162514,0.04338182,-0.023278525,-0.018488165,0.08736919,-0.027239362,-0.19817734
texas,2286,-0.009988625,-0.0016471102,-0.030244198,0.0013498774,-0.30118582,-0.11494525,-0.14158583,-0.06189373,0.21446048,0.03464477,0.27094775,-0.110647045,0.06500994,0.112123236,-0.21736391
safety,2277,-0.41370407,-0.22617526,-0.14903821,-0.21174596,-0.048277073,-0.008482447,-0.036125835,0.13013466,0.5433812,-0.11724418,-0.04624701,-0.082669035,-0.07952375,-0.48168352,-0.13470848
research,2273,0.13367541,0.21066527,0.16698132,-0.10622324,0.07758475,-0.12982042,0.16109803,-0.14525935,0.16063532,-0.12319497,-0.1808083,-0.05629249,-0.11571546,0.020916933,-0.17255862
evidence,2272,-0.3551998,0.24479982,-0.2508044,0.558254,-0.051289804,-0.03156016,-0.22986358,0.0131105855,-0.0042413212,0.08315494,-0.2920427,-0.34533805,-0.07736266,-0.22264297,-0.090624414
little,2266,-0.07843728,-0.1332186,-0.26913476,-0.15132098,-0.20498556,0.012561262,0.10376665,-0.031475805,0.04300954,0.09113675,0.12162374,0.015094309,0.019676842,0.0656081,-0.086223
council,2262,0.006352665,-0.13473897,-0.21680316,0.051863704,-0.14484788,-0.050509028,-0.19600797,-0.107702084,-0.06536807,-0.111685626,-0.24072973,0.021692581,0.3070195,0.035775702,-0.13742803
billion,2255,0.20397721,-0.1167101,-0.31379247,-0.14291006,-0.07235359,-0.04474368,-0.105775736,-0.32016718,0.055387527,-0.21695247,-0.4017358,-0.11272175,-0.19510147,0.20333724,-0.14014867
democratic,2248,-0.16060849,-0.11422518,-0.57739246,-0.11552656,-0.047033593,-0.48974624,-0.658875,-0.53850305,-0.20340846,-0.38205287,-0.3018271,-0.19789696,0.3900391,-0.24132207,-0.12309979
constitutional,2238,0.022315139,-0.4362549,-0.2274486,-0.09624211,0.27255228,-0.21533015,-0.12856281,-0.3644362,-0.15719919,-0.021672584,-0.31076026,0.00217835,-0.11604416,0.34202775,-0.11011537
fact,2232,-0.22202691,-0.18456957,-0.22700621,0.4061544,-0.227,0.050611902,0.04068071,0.02512534,0.053831324,-0.061669968,0.036996275,-0.06000744,0.18019292,-0.17521217,-0.2097694
shot,2226,-0.04597942,-0.55970806,-0.36180127,-0.03562641,0.015280884,0.052436266,0.17862147,-0.0013170236,0.03654729,-0.06747191,-0.11748826,0.024313368,-0.023400897,-0.27477393,-0.17669159
victim,2224,-0.41528216,0.014599368,0.11290562,0.026807012,-0.043854646,-0.0630528,0.12573281,-0.11851413,0.0550994,0.35132885,-0.14727329,0.059287854,0.031889223,-0.34450173,-0.15704349
person,2205,-0.3441973,-0.021635914,0.0623395,0.011371748,-0.063191436,0.0982901,0.014599861,0.1001597,-0.013979982,-0.25854647,0.0014320972,0.007921223,-0.17986125,-0.4053413,-0.12387529
majority,2199,-0.15435258,0.10613735,-0.38515046,-0.09598528,0.18709011,-0.22490022,-0.35076362,-0.06383397,-0.019820448,-0.11027565,-0.040374976,0.23785998,-0.03069044,-0.22072488,-0.13372299
major,2193,0.16369466,-0.2167997,-0.04903706,-0.16839002,-0.1139934,-0.0037658962,-0.1215092,-0.048433337,-0.01297062,-0.44724378,0.1430342,-0.21971054,0.05576945,0.14923562,-0.16577089
six,2176,0.041802824,-0.11942615,-0.08831988,-0.37111247,0.11456329,-0.08122938,-0.0939632,0.005991601,0.07911486,0.037718628,-0.17991602,0.053761255,-0.050073314,0.01789263,-0.18041903
resident,2175,-0.23447795,-0.4523266,-0.11569905,-0.040699758,0.15152013,0.05501076,-0.15118456,0.13335119,-0.08922093,0.01447711,0.046369404,0.33792174,-0.11343321,-0.09016735,-0.042318866
statement,2173,-0.4901223,-0.24469538,0.40822622,0.22194389,-0.016643995,-0.16318868,-0.0396001,-0.17915855,-0.17526138,0.0058786506,0.008080804,-0.18748331,0.25552693,0.03170175,-0.186524
away,2149,0.053004846,0.23541394,-0.06026091,0.19857545,-0.1410538,0.13571438,0.08491916,-0.12669717,-0.1831779,-0.049937643,-0.118693285,0.19972184,-0.053789333,-0.2803265,-0.128229
conservative,2145,-0.060425818,-0.14213377,0.105108514,-0.13178211,-0.16072379,-0.2489878,-0.3522877,0.25351053,-0.27043936,0.14065792,-0.03794134,-0.15176678,0.29702812,-0.21311356,-0.15151732
senator,2145,-0.37959474,-0.0876923,-0.19120441,0.098859146,-0.22284903,-0.10574242,-0.28429976,-0.15562339,-0.3613192,-0.55163133,0.104667306,-0.42834055,0.47979808,-0.40024075,-0.14798802
yet,2140,-0.008049475,0.029197635,0.17197806,0.3374392,-0.10677444,-0.07487352,-0.016586076,-0.037877183,-0.072632864,-0.2524263,0.029928813,-0.06508101,-0.049235266,0.08554239,-0.096427135
colorado,2137,0.051611908,0.2774232,0.027991494,-0.26051888,0.05037573,0.08664856,0.030056885,0.028252617,-0.15863867,-0.16476902,-0.122222446,-0.06258753,-0.05669114,-0.32344612,-0.17627275
environmental,2136,-0.097588584,0.2037312,0.16765656,0.21307126,0.17864436,-0.0842704,0.034485452,-0.33186853,-0.22066629,-0.16261029,-0.02641844,0.004664061,0.15317121,-0.17789637,-4.040719e-05
force,2134,0.047443837,-0.22263832,-0.113640286,-0.29775235,-0.020357804,-0.14105201,-0.058086023,0.430306,-0.018499939,0.058146305,-0.2547737,0.22184728,0.070730135,-0.0118953,0.068497665
later,2130,-0.04919194,-0.2504376,-0.25271893,0.092225865,-0.10605068,-0.16866069,0.0045278543,-0.02568234,-0.14682098,-0.10466207,0.060019396,-0.16985421,0.124568745,0.07970055,-0.12194749
human,2130,0.036907274,0.097454436,0.39031738,0.015868094,-0.28554642,-0.15411437,0.1829881,-0.30945677,0.02546937,0.009259695,-0.042007506,-0.108734205,-0.09990987,0.050891638,-0.12838468
left,2124,-0.1935951,0.25531423,-0.2776637,-0.047651175,0.04294115,-0.16403997,0.12722753,-0.03670015,-0.12457864,-0.031551205,0.063616425,-0.07832724,-0.01826122,0.053238813,-0.038885757
mass,2105,0.08758354,0.093542084,-0.05629147,0.09052548,-0.19006854,0.010417698,-0.17513977,0.019548863,-0.38432497,-0.08896657,0.13653952,-0.16281709,0.0783574,0.36224046,-0.13975112
rep,2099,-0.3266434,0.2731304,-0.34722808,0.07517844,-0.29489416,0.040300634,-0.20880145,-0.2252072,0.115694515,-0.4265117,-0.20536712,-0.45143777,0.4645615,-0.18144149,0.18962193
trying,2096,-0.1722544,0.16367975,0.10137199,-0.32603216,0.10493896,-0.04261826,0.058712967,0.10863562,0.20868154,-0.2021955,-0.22389613,-0.094049186,0.10131221,-0.094423085,-0.1264472
party,2092,-0.30724177,-0.078688614,-0.3498614,-0.17692083,-0.018813152,-0.11966387,-0.31777382,-0.12303639,-0.3062892,0.04498426,0.05282816,-0.018901201,0.17809181,0.30582765,-0.00407811
proposed,2089,-0.1266708,0.019955963,0.20903876,-0.0013994705,-0.12821442,0.20758241,-0.37078893,-0.032575477,0.2573584,-0.014532595,-0.18960625,0.08110554,0.045891866,0.031817004,-0.13302465
expected,2087,-0.2474746,0.062497035,-0.20762464,-0.11025753,0.10989216,0.0031951815,-0.40663907,0.2751908,-0.098967865,0.11181364,-0.07724311,-0.016152114,0.12511441,-0.057970777,-0.011901264
side,2084,-0.046892304,0.03716835,0.010194114,-0.152443,0.07077857,-0.22149456,-0.1653222,0.15186176,0.19976579,-0.0048513934,-0.055493597,-0.082615435,0.0021509007,-0.071804866,0.22113939
enough,2049,0.16184117,-0.00062901416,0.2743994,-0.14794448,-0.13665722,0.17038473,-0.109979674,-0.07192045,0.0157917,-0.33936653,-0.21402548,0.18900228,-0.044790708,-0.17677039,-0.089093976
decade,2039,-0.08462668,0.15792902,0.083014764,-0.015373234,-0.3034402,-0.06223069,-0.08362701,-0.27266622,-0.055744573,0.1652052,0.20136563,-0.31796378,-0.08374983,-0.01587882,-0.18830936
hour,2039,0.5404305,0.046707727,-0.031269323,0.051962297,-0.22429654,-0.083575234,0.16151841,0.1373041,0.099287026,-0.08086039,-0.17715193,-0.19091173,-0.032169923,-0.31656447,0.2938561
step,2036,-0.24299915,-0.21534081,-0.15572271,-0.047260996,0.06450632,0.13642487,-0.043116674,0.20905997,0.08219156,0.16059595,0.0073577194,-0.08610781,-0.15265161,0.1916282,-0.16303699
organization,2022,0.018561024,-0.32169384,-0.116730005,-0.12142628,0.13132726,-0.044682667,-0.054356843,0.091551565,0.15955229,0.00745474,-0.09105139,0.49150735,-0.22199188,-0.072021164,0.07660418
election,2016,-0.07610244,-0.04371305,-0.18657097,-0.16819751,-0.11700769,-0.15638722,-0.12446601,-0.190199,-0.21211603,-0.10580959,0.0067487224,0.033987883,0.22936244,0.114738755,0.002038347
conference,2012,-0.18394566,-0.36728162,0.2477051,0.22591522,-0.083538294,-0.024450824,-0.24958064,-0.14204997,0.2513702,-0.11856484,-0.17711705,-0.06899242,-0.11822596,0.56404316,-0.17555565
constitution,2011,0.16609937,-0.24100897,-0.33010936,-0.2817685,0.3633449,-0.23454374,-0.3513872,-0.8525439,0.18618059,-0.22934441,0.039443437,0.14724445,-0.12605342,-0.46786502,-0.14253406
though,2004,0.034125768,-0.19413346,0.081905685,0.105862655,0.026950607,-0.07476516,-0.20980038,0.035328895,0.10534963,-0.06615767,-0.01448693,-0.36465123,-0.017273797,0.33965752,-0.17232765
mean,2001,-0.23461896,0.09424689,-0.19282942,-0.13692974,0.14085697,-0.015239626,0.10779057,-0.019714734,-0.19954851,-0.018952202,-0.044403277,-0.2777338,0.047839142,0.005648902,-0.1727856
reason,1997,0.019954646,-0.09703973,-0.2819779,0.23603405,-0.063505664,0.072523884,-0.006907004,-0.16230759,-0.22644281,-0.14570838,0.04662501,-0.19099201,0.07611202,-0.13081498,0.114264905
protection,1988,-0.09863175,0.1584596,0.0010086558,0.52242005,0.049111713,0.27870205,-0.16481097,0.20507579,0.22122733,-0.16840886,-0.24315217,-0.1256507,-0.24082279,-0.32254368,-0.14937109
approved,1986,-0.24073145,-0.20312443,0.10369185,0.15612596,0.061685283,0.09946291,-0.08068397,0.11087042,-0.08305803,-0.2492253,-0.077889435,-0.14608231,0.05677209,-0.5351205,-0.17332871
chief,1984,0.37927356,-0.024864038,0.081007965,-0.23033428,-0.036317926,0.030545875,0.1947886,0.13653015,-0.14147721,-0.10269958,0.040822517,-0.3568885,-0.015607917,-0.5463987,0.1739439
argument,1972,0.021583691,-0.09326829,-0.08438292,-0.09609496,0.27967468,-0.11856075,-0.0066349297,-0.07411071,-0.10713647,0.017972322,0.16121535,-0.09391913,-0.20130189,-0.053489204,-0.14156836
cause,1969,-0.16309097,-0.09768819,0.52175593,0.057950452,-0.052137002,-0.109806664,-0.20291767,-0.09099002,0.22766231,-0.4024244,-0.018650277,0.124335796,-0.0455435,0.09206689,-0.029307526
im,1965,-0.29643732,-0.2832463,-0.022009647,0.16828047,-0.22490527,-0.2036801,-0.021792693,-0.18883534,-0.110505745,0.32642457,-0.024086846,-0.04772145,0.058915686,0.021224717,-0.20477022
supporter,1963,-0.48615235,-0.2730829,-0.12748496,0.0054899645,-0.063157305,0.1132872,-0.00018690279,0.010956777,-0.58993894,-0.2904975,-0.2083173,0.4399972,0.0015540681,-0.44379067,-0.15170766
meeting,1953,-0.21256341,-0.056909777,0.32656407,-0.30962706,-0.165463,-0.09477754,-0.28601807,0.19796333,-0.014584414,-0.06777299,-0.27775988,0.18673699,0.027716955,0.46011007,0.06044641
concealed,1948,0.09472977,-0.30776235,-0.32242244,-0.113594964,-0.08310384,-0.11465645,0.21156879,0.17478994,0.08089217,-0.02202221,-0.13370442,-0.030531697,0.09174317,-0.0072698756,-0.095569186
similar,1947,0.012417586,-0.16275236,-0.28343064,0.39754495,-0.3522568,0.07372616,0.13749962,0.08595943,0.12186837,-0.16367283,-0.01598025,-0.036021832,-0.08998347,0.18080354,-0.13498053
sign,1946,-0.01725928,0.05849203,-0.12892139,-0.2423976,-0.15934247,0.021824455,-0.27309516,-0.16644506,-0.018500667,-0.31869245,-0.04048567,0.29178327,0.037802756,-0.2823279,-0.1994138
move,1945,0.19786145,-0.058979977,-0.32035014,-0.0886523,-0.15399615,0.024779746,-0.22047807,-0.019097049,-0.33662707,-0.32620692,-0.01806107,-0.13260627,0.048764035,0.40528154,-0.08132913
reduce,1927,-0.09295365,-0.008281159,-0.40577137,0.036046237,-0.10189707,0.20586029,0.0987974,-0.38179356,-0.035731994,0.36994508,-0.23755647,-0.19761278,0.20165253,0.049474966,-0.16702046
result,1926,-0.055271097,0.24252276,-0.0441334,0.29314467,-0.2506337,-0.028050216,0.09242905,-0.28609353,0.0891569,-0.22253256,0.024689676,-0.055179983,-0.12881157,-0.09738575,0.06543405
