word,count,0: Economic,1: Capacity and Resources,2: Morality,3: Fairness and Equality,"4: Legality, Constitutionality, Jurisdiction",5: Policy Prescription and Evaluation,6: Crime and Punishment,7: Security and Defense,8: Health and Safety,9: Quality of Life,10: Cultural Identity,11: Public Sentiment,12: Political,13: External Regulation and Reputation,14: Other
least,2724,0.25458857,0.09877356,0.13116774,-0.11569711,-0.11099751,-0.01880692,-0.018417329,-0.15143757,0.15332499,-0.077837,-0.026645405,-0.44026208,0.048548177,0.37979028,-0.09014021
san,2717,-0.0363273,-0.30120704,-0.17037365,0.07761857,0.09652146,-0.012446484,0.017636213,-0.028967712,0.1668782,-0.2294355,0.08795601,0.033570744,-0.015763903,0.0020605302,0.01583562
defense,2717,0.32745516,-0.49970055,-0.042147778,-0.019721974,0.06126452,0.024809316,-0.35487437,0.4816383,0.19472651,-0.14316219,0.11788167,-0.02946662,-0.048929453,-0.32472888,0.03773663
set,2716,0.09057531,0.27250117,0.2044053,-0.20173895,0.14948417,0.042449076,0.008492336,0.14288051,-0.10937263,0.070267044,0.099569015,0.098591074,-0.21781224,-0.124719545,-0.20805295
allow,2712,0.036175698,0.082614735,-0.14213945,0.16956343,0.033127166,0.09385255,-0.004716144,-0.043100234,0.00987676,0.04494115,-0.51873356,0.055173133,0.07336282,-0.14724898,-0.17917138
virginia,2705,0.117970675,0.11095392,-0.209817,-0.030265428,-0.15116404,0.098127544,-0.022349821,-0.542491,0.015493141,0.25978667,0.04377572,-0.071198456,0.11254109,0.30950382,-0.16683668
might,2704,-0.24624133,-0.26586306,0.023543842,-0.11540096,-0.05589553,-0.22040759,-0.07919931,0.29638627,0.11948781,-0.030169744,0.18962525,0.124769494,0.11355462,0.2187306,-0.11226509
money,2668,0.40680987,0.030665357,-0.020987768,-0.2037845,-0.30451503,-0.33994153,0.053386215,0.20731257,-0.2087147,-0.27608687,-0.13558082,-0.24145311,-0.08030813,-0.15794618,-0.03411103
others,2661,0.04433621,-0.018304082,-0.33737728,0.11264447,-0.039611064,0.14983836,-0.020415345,-0.22144724,0.18783936,0.09972196,0.0044706943,0.25232488,-0.064734995,-0.42709088,0.054525442
killing,2630,0.24393535,-0.6078214,0.2540701,-0.2006798,0.07189715,0.041267555,0.22242078,-0.13787504,0.027173363,-0.31822392,-0.0027847476,0.11547632,-0.22839391,0.2890686,-0.1852136
came,2629,-0.22455698,0.26192722,0.10463936,-0.12274738,-0.09203505,-0.12051285,0.15058513,-0.3640361,-0.14960234,-0.03891009,0.08399694,-0.010283696,0.12263217,0.27444983,-0.06355398
thing,2613,-0.017569028,-0.03945414,-0.032305673,0.037138086,0.16220163,-0.08932161,-0.12811486,-0.32122627,-0.08536259,0.0053767916,0.055691175,-0.011943217,0.040739868,0.18339068,0.0061128624
prosecutor,2604,-0.008238137,-0.22829029,-0.18817024,0.31742683,0.21459602,-0.029965973,0.1451483,0.18424699,-0.027189836,-0.49683532,-0.074728616,-0.03085691,-0.34069017,-0.68127596,-0.05153508
legislature,2603,-0.2157175,0.24959204,-0.22792701,0.11667878,0.12027748,0.13187148,-0.31681976,-0.44110012,-0.018198244,-0.39782003,0.10951144,0.004245708,0.26955345,-0.91036373,-0.13396597
become,2597,0.03623394,-0.026850745,-0.3546834,-0.25282225,0.11843927,0.0024131192,-0.23773028,-0.005089419,0.06549635,0.12943448,0.27480692,-0.3257723,-0.00026641422,0.071500756,0.00057061756
church,2587,-0.6176947,-0.6649542,0.6891677,-0.5716234,-0.55888176,-0.51064336,-0.31257835,-0.54870695,-0.7041053,-0.24338613,-0.5348919,-0.48610345,-0.60783774,-1.1545665,-0.31981394
security,2587,-0.18224089,-0.3019631,-0.5232642,-0.6910569,-0.035168663,-0.07729781,-0.07430251,0.6068483,-0.16377702,-0.27423418,-0.42379478,-0.14577608,-0.26448935,-0.46768847,-0.14296885
job,2573,0.42127198,0.15826827,-0.77566504,-0.045183677,-0.084030725,-0.10915678,-0.17427622,-0.5533861,-0.22652397,0.12993358,-0.030535553,-0.18048413,0.04070814,-0.3598473,0.21864204
le,2558,0.14152367,-0.08488349,0.16013537,-0.17007025,-0.22974595,0.0009097862,0.021343887,-0.15180016,0.115339175,-0.004007957,-0.037712242,0.1579302,0.10234419,0.09824677,-0.16880438
thats,2537,-0.0647211,0.11338541,0.14325914,0.16570748,-0.009774419,-0.004416945,-0.032068145,0.05982177,0.0073745837,-0.12929475,0.11926685,0.018286694,-0.07948416,0.16016482,-0.19675691
cost,2536,0.47762224,-0.25967532,-0.0383218,-0.2742974,-0.25794628,-0.05334012,-0.47023967,-0.71280694,-0.36408263,-0.49549937,-0.27837443,-0.21785787,-0.07369749,-0.09902037,-0.24188417
asked,2534,-0.25756288,-0.39960763,0.39214694,-0.053923655,0.055583604,-0.3508089,-0.16653912,-0.051467124,-0.18646939,0.17723839,-0.17152543,0.06906909,0.18223414,0.65432656,-0.1425434
rule,2527,-0.042261347,-0.3366503,0.1637084,0.14914428,0.1459646,0.10925086,-0.19679624,-0.0561619,0.042158205,-0.36010876,-0.2131444,-0.16689362,0.06671311,-0.08751126,-0.16572468
end,2526,-0.07109036,0.2796389,-0.3261369,0.07103769,-0.08430954,0.010638865,-0.15456823,0.24458873,0.13274099,0.14035358,0.11958591,0.23696902,0.0865352,-0.65743273,-0.11228176
st,2520,0.12099708,0.464139,0.08845126,-0.121743456,0.13198315,-0.023493424,0.2309869,-0.29597273,0.123361975,0.14232834,0.25730208,-0.015862612,-0.12229173,-0.9924025,-0.2571685
give,2508,0.36481428,0.030813549,-0.27466,-0.36972067,0.14743203,0.14592965,-0.011501656,0.0052772113,-0.100083314,-0.09464248,0.014255718,-0.026447281,-0.0003762744,-0.4614367,-0.03846572
authority,2492,-0.5261972,-0.34660998,0.08529178,0.072217025,0.100058906,-0.23381612,0.2928909,0.27283368,-0.12141963,0.010635006,-0.14955123,-0.14255263,-0.21370076,0.15869987,-0.010283457
smoker,2482,0.021086063,0.055783488,-0.037853397,0.26330158,0.04390591,0.11533449,-0.112527594,-0.46975598,0.12524244,0.14077042,0.04419576,0.038744666,-0.12266858,-0.4949195,-0.207405
across,2475,0.07374096,-0.28433272,-0.17714076,0.08335218,-0.023144651,-0.16005594,0.3088796,0.29836133,0.021571402,0.17825322,-0.13621356,0.39112288,-0.12204963,-0.44952735,-0.22944959
face,2474,-0.13638109,0.07762811,-0.14645264,-0.3038779,-0.03546483,-0.17195383,0.32483763,0.12830345,0.114575855,-0.044561695,-0.14043647,-0.019728772,-0.0869421,0.4269965,-0.13241646
smoke,2472,0.11593435,-0.33712602,-0.28044432,-0.041937362,-0.033393014,0.05785271,-0.22239068,-0.04251663,0.10226429,-0.08250656,0.02538204,0.15777145,-0.02518282,0.2114099,-0.23935843
never,2468,-0.23775901,-0.5218102,0.19151652,0.22039557,-0.06225065,-0.043575138,-0.06335431,-0.20284465,-0.053269453,0.15467508,0.14112438,0.20164299,-0.005906356,-0.18123232,-0.001389708
director,2450,0.019258173,0.42409995,-0.22388922,0.12160538,-0.16227314,0.12095919,0.021994486,0.19473389,0.15643476,0.0019771324,0.07942633,-0.02698574,-0.12723377,-0.20214948,-0.18090375
hearing,2441,-0.23841,-0.26858786,0.21256936,-0.010311292,0.12899819,-0.012467588,-0.15038145,0.17130661,0.12356205,-0.023049738,-0.27339274,-0.11041934,0.117530786,-0.25418997,-0.198708
level,2438,-0.08049514,0.24530655,-0.17709869,-0.045114644,-0.16983654,0.13412489,0.28944054,-0.98164153,0.33652502,0.23042007,-0.024052791,-0.16582222,0.030021213,-0.055810366,-0.17574961
increase,2438,0.13011123,0.26174206,-0.29083988,-0.15721668,-0.106453136,0.1487152,-0.10289171,-0.23835197,0.17225751,-0.028645115,-0.06913757,-0.13103104,-0.12534942,-0.2901335,-0.09136296
license,2427,-0.3706912,-0.09519096,0.22647889,-0.1432997,0.2350489,0.005015105,0.1426899,-0.24841969,-0.22716875,-0.19556108,-0.131277,0.0019141447,-0.1495036,0.037943184,-0.15042378
georgia,2421,0.030329863,0.21764426,0.0008237942,0.108565465,-0.06446327,-0.08583756,0.18571626,0.051755335,0.1081743,-0.02732955,-0.07983084,-0.08108559,-0.057222992,-0.121759534,-0.0029911227
past,2408,-0.25387233,0.22470501,0.24205153,0.0048544295,0.0205,-0.107437395,0.11670844,0.066139355,0.09434464,-0.16540849,0.033850927,-0.08708357,-0.060777746,0.17218214,-0.20742086
charge,2404,0.28994122,-1.1954335,0.003635533,0.03555828,0.3549719,-0.17877139,0.37695065,0.16274379,-0.07425124,-0.75553787,-0.08580051,0.025367811,-0.15259808,0.02659685,-0.23546842
lawsuit,2401,-0.46860224,0.19903125,0.030878376,-0.0063847867,0.46367946,-0.49204507,-0.3038941,-0.75731987,-0.5194821,-0.5854383,-0.33593175,-0.6383047,-0.25797534,-0.10076966,-0.17115012
executive,2383,0.3462332,0.030765034,-0.090344146,-0.051233027,0.23790973,-0.0240112,-0.23990865,-0.21898375,-0.1342342,-0.2366434,-0.1731579,0.026714368,-0.09262894,0.21157269,-0.25303796
scientist,2366,-0.3191199,0.30914223,-0.335422,-0.38532212,0.049885616,-0.1622106,-0.7643541,-0.3991018,0.16681293,0.20642233,-0.27108175,-0.08481733,0.13254358,-0.15627077,0.051847894
around,2365,0.058354255,0.28256077,-0.1798014,0.042499263,0.07565498,-0.12898389,-0.19344789,-0.17192239,0.02900291,-0.045103393,0.12479982,0.18140502,-0.06936864,0.13293932,-0.24945
far,2362,0.090330854,-0.06861598,-0.29578978,-0.12674046,-0.21632212,-0.09833385,0.28701076,0.040807873,-0.10751161,-0.058191866,0.012255146,0.12791677,0.07415144,0.5226002,-0.019242669
believe,2361,0.03854808,-0.28459638,0.39714864,-0.017549742,-0.24544595,-0.083981454,0.08890756,0.31242397,0.0814059,-0.23494504,0.11559193,0.05107471,0.09311392,-0.46192524,-0.19865493
capital,2361,0.6816753,0.04747613,-0.31458113,0.33619615,-0.18710025,0.22475392,-0.37186337,-0.5104887,0.099633604,-0.50864893,0.093188934,0.10086694,0.10602592,-0.39451012,-0.015038022
order,2357,-0.28904524,-0.07287641,-0.10808768,0.031247599,-0.06662013,0.046800196,0.02461442,0.19747932,-0.073184684,0.1759371,0.09287474,-0.07064536,0.09056249,-0.32556495,0.13782392
mayor,2349,-0.28199932,0.1406567,-0.5441163,0.082132526,-0.14977522,0.09701951,-0.26784736,0.16442838,-0.1282091,-0.41177994,-0.12747426,-0.23860218,0.28403765,-0.055861287,-0.07109344
likely,2340,0.007294663,-0.12018077,0.061709076,0.083235934,0.20318154,-0.020309921,-0.26929128,0.041529387,-0.008331836,0.23654434,0.08722562,-0.02432405,-0.036009695,-0.24215513,-0.13498376
point,2337,-0.16751482,-0.13442022,-0.11417167,-0.0077922232,-0.106724605,0.061992645,0.20202744,-0.015002674,-0.08557095,-0.29702637,0.17570655,0.13619135,0.013807823,0.009434701,0.027261091
drug,2332,-0.11006098,0.44540775,-0.3121488,0.037903886,-0.09432987,-0.024564443,0.03619868,-0.09894071,0.22393526,-0.091203935,-0.23962748,-0.30323222,-0.07738124,-0.048600886,0.08487772
stop,2327,0.021568455,-0.17668061,-0.047917653,-0.04421253,-0.03685923,0.01045942,0.15011434,-0.06377358,-0.0016387904,0.35336772,-0.123839155,0.22287698,-0.10567618,0.15682958,-0.22417264
march,2326,-0.23181891,0.2436482,-0.5647238,0.15170592,-0.21172692,-0.18151113,-0.36738577,-0.17682526,-0.12067968,-0.3280587,0.02352338,0.43836948,-0.23394972,-0.1389802,-0.14459212
nearly,2320,-0.2063888,-0.10213806,-0.068169534,0.13012697,0.0264063,-0.017954832,0.0008757199,-0.19893678,-0.025597794,-0.011685272,0.12118594,0.4222342,-0.05429462,-0.18325353,-0.06977001
saying,2319,-0.056568366,0.1661409,0.004347279,0.26720777,-0.037203558,-0.024579903,-0.16255955,-0.8054757,-0.09783423,0.22070296,0.021197306,0.16397785,0.21413134,-0.063433506,-0.18400319
men,2310,0.17122236,-0.5912966,0.06352337,0.36212033,0.059280578,-0.16627595,0.024544468,0.23052117,-0.0815866,0.0011560076,0.051660545,-0.033295974,-0.051265478,-0.18664487,-0.21810043
took,2293,-0.05078879,-0.058034886,-0.19687292,-0.038553823,-0.035327878,-0.076411955,0.16303879,0.37300664,0.10612749,0.055800904,-0.061886583,-0.022419488,0.050087154,-0.02205037,-0.24211183
texas,2286,-0.01312364,-0.008418707,-0.0017832189,-0.01092711,-0.24018145,-0.08468949,-0.104011714,-0.02505972,0.24256074,0.09586259,0.30472296,-0.056488216,0.028439306,0.28737903,-0.23831676
safety,2277,-0.49860433,-0.46858135,-0.20345435,-0.25599173,0.01764521,0.0450509,0.009009646,0.20837688,0.5913206,-0.029337252,-0.021873828,-0.09759974,-0.060955904,-0.89655983,-0.1624049
research,2273,0.0990593,0.2241055,0.14122604,-0.24508147,-0.002968223,-0.16853435,0.16724016,-0.19415562,0.111080036,-0.12205178,-0.19515532,-0.12756664,-0.13496274,0.15767391,-0.22251533
evidence,2272,-0.6548341,0.22548684,-0.35216993,0.5550186,0.015130212,-0.090197355,-0.25336945,0.007132719,-0.10410875,0.12022509,-0.34606954,-0.45529005,-0.16690321,-0.3376148,-0.112077765
little,2266,-0.021315549,-0.0074457624,-0.34577027,-0.16026372,-0.17760926,0.043304827,0.115451284,-0.06629458,0.08034315,0.0704954,0.18032068,0.11510352,0.068808384,-0.038043626,-0.08903284
council,2262,-0.003207023,-0.2231017,-0.323391,0.061635397,-0.105777286,-0.01213992,-0.19229509,-0.14028949,-0.08044866,-0.13686942,-0.23074551,0.0473682,0.2816214,0.119692646,-0.15605217
billion,2255,0.23026247,-0.14618678,-0.37761122,-0.060803123,0.06379072,-0.0103117535,-0.12047526,-0.6483236,0.059106693,-0.34643006,-0.35102892,-0.1106398,-0.08503979,0.4658281,-0.15589434
democratic,2248,0.083138235,-0.0033531627,-0.6675054,0.19466773,0.07674527,-0.33270982,-0.7922704,-0.44936424,-0.15711233,-0.30282986,-0.12921573,-0.0003645354,0.27635473,0.13962202,-0.11752276
constitutional,2238,0.027543321,-0.99772257,-0.38757572,0.06973578,0.30745092,-0.08444432,-0.13163345,-0.6134479,-0.13785009,0.031812973,-0.3680002,0.06455062,-0.078926586,0.92822707,-0.09319798
fact,2232,-0.3340431,-0.3626275,-0.30103123,0.41569522,-0.17969172,0.062630825,0.08528659,0.06780159,0.014163481,-0.015601139,0.060675513,-0.03124027,0.16715087,-0.33350173,-0.2642972
shot,2226,-0.005706044,-0.84111434,-0.34137487,0.10693588,0.13626657,0.12672932,0.24704093,0.008895312,0.058522526,-0.002287982,-0.07075678,0.044921875,0.012242751,-0.19559003,-0.17754418
victim,2224,-0.62866396,0.10924891,0.18532076,0.05865478,-0.01751337,-0.06808659,0.15682016,-0.16838,0.17238593,0.4502995,-0.1359341,0.09588586,0.02536822,-0.5651173,-0.17833868
person,2205,-0.37001634,0.08415058,0.19349769,0.09106769,-0.01864438,0.16181716,0.08068719,0.22363883,0.0139394,-0.19479617,0.067088984,0.13772176,-0.104008295,-0.5106345,-0.13700944
majority,2199,-0.10543162,-0.0902279,-0.3519663,0.053865258,0.30974287,-0.1767947,-0.37049508,0.002905028,0.16063368,-0.039142586,0.059006117,0.32622153,0.0019037235,-0.28968862,-0.13117489
major,2193,0.17797178,-0.1043353,0.028181728,-0.12475315,-0.16507587,0.04542579,-0.18732919,0.04140267,0.043915898,-0.51544696,0.14708312,-0.1568077,0.08481751,0.33773246,-0.22505178
six,2176,0.13628505,-0.12858543,0.059411567,-0.31345418,0.09235138,0.022313362,-0.057116143,0.081175216,0.10311456,0.10889796,-0.11915675,0.07037758,0.020097686,0.03597579,-0.21380046
resident,2175,-0.26661548,-0.5961689,-0.02102247,0.044582523,0.18880469,0.0638619,-0.06047367,0.119160466,-0.17412499,0.06254934,-0.017057788,0.3195262,-0.10167412,-0.07380997,-0.008965334
statement,2173,-0.58637184,-0.37884092,0.48150292,0.29563063,-0.048498638,-0.25364134,-0.104578465,-0.13025904,-0.21249227,0.062258106,0.028221766,-0.08227334,0.20207582,0.06126409,-0.20904252
away,2149,0.15551911,0.42647833,-0.045806516,0.23823553,-0.116242945,0.14071417,0.044088475,-0.20731348,-0.22133707,-0.10062237,-0.13172033,0.2913616,-0.024754215,-0.4159372,-0.1191183
conservative,2145,-0.055494446,-0.20702025,0.1322989,-0.119609885,-0.14918886,-0.2891742,-0.53964525,0.35899138,-0.31866208,0.20128304,0.012839102,-0.117522255,0.2545432,-0.34768245,-0.18196768
senator,2145,-0.44176948,-0.29028672,-0.10179214,0.25090817,-0.15909345,-0.07114143,-0.40145963,-0.22624704,-0.48712355,-0.63836074,0.27472425,-0.45327607,0.34271854,-0.60382897,-0.15433101
yet,2140,0.03979545,0.13852832,0.27044982,0.39475188,-0.014442077,-0.087208234,0.016576717,0.03509483,-0.11626411,-0.25691956,-0.043685455,-0.11397803,-0.060592037,0.16367519,-0.076387934
colorado,2137,0.12554881,0.36090755,-0.05211292,-0.26224202,0.10691468,0.116585866,0.12893972,0.010409003,-0.13269581,-0.18987368,-0.05077403,-0.07308138,-0.011108299,-0.4595425,-0.22058776
environmental,2136,-0.07576975,0.1995421,0.22723588,0.39312312,0.19252498,-0.07513368,0.10610595,-0.48493332,-0.24645339,-0.24320722,-0.060131792,0.04143444,0.084898315,-0.25780806,0.06291286
force,2134,-0.041170307,-0.3391103,-0.24338956,-0.35354862,-0.044135626,-0.14820237,0.0014354943,0.47782612,0.066598736,0.060134478,-0.34073627,0.27389047,0.04089583,-0.022775026,0.08268363
later,2130,0.121422604,-0.2820517,-0.291729,0.19201441,-0.07147443,-0.08883103,0.020976137,0.12794928,-0.08906049,-0.0827631,0.098607846,-0.00081402855,0.1409717,0.18826927,-0.08609228
human,2130,0.08283878,0.18533748,0.48966667,0.0042054383,-0.28151384,-0.17963259,0.14904064,-0.5412651,-0.0039335666,0.008757813,0.020642301,-0.18504733,-0.10819242,0.112571955,-0.13937426
left,2124,-0.17520353,0.37295246,-0.29637447,-0.09929727,0.06280435,-0.16461033,0.16755371,-0.06760402,-0.16177939,-0.045471657,0.114763774,0.053599484,-0.004052077,0.25853693,0.019158198
mass,2105,0.21246257,0.090722,-0.046693232,0.1673928,-0.2305457,0.016867625,-0.14765814,0.03769648,-0.42126012,-0.049806677,0.13133866,-0.16194466,0.040982105,0.5592648,-0.16232431
rep,2099,-0.35415465,0.61528516,-0.5057432,0.05721343,-0.40209433,0.033489063,-0.2776048,-0.28213364,0.16990502,-0.558601,-0.30373234,-0.5571827,0.35395387,-0.18644014,0.26219106
trying,2096,-0.23147587,0.13077052,0.20513423,-0.35362235,0.07950822,-0.016074898,0.1014278,0.16708982,0.22405595,-0.17028835,-0.2104223,-0.06225917,0.07897353,-0.0024220338,-0.12863727
party,2092,-0.4133375,-0.026374059,-0.41535705,-0.13154931,-0.10499791,-0.065047555,-0.33601913,-0.22542946,-0.34096697,0.17637011,0.16241226,0.14913978,0.12147735,0.63024724,0.048283838
proposed,2089,-0.21575098,-0.15020664,0.1612621,-0.03679381,-0.11112337,0.18644072,-0.4384509,0.014496802,0.29086968,-0.04568237,-0.29729563,0.1471056,0.0253217,0.13783237,-0.15717518
expected,2087,-0.29047328,-0.064533584,-0.2103532,-0.07658571,0.037360646,0.030224822,-0.38573375,0.32101503,-0.16067162,0.10003225,-0.08456645,0.14865956,0.16403197,-0.054092575,0.03128553
side,2084,0.081257984,0.226891,0.023159068,-0.08472867,-0.00410244,-0.22668257,-0.12269413,0.34239823,0.08781712,-0.011064199,-0.04752975,-0.11375128,-0.034184266,0.020751651,0.36321643
enough,2049,0.19045608,0.014574078,0.34506157,-0.23360403,-0.111425765,0.17084576,-0.103017405,-0.055230208,-0.0031741594,-0.380117,-0.17468508,0.31800595,-0.0042179325,-0.2932098,-0.080795825
decade,2039,-0.09629963,0.25243273,0.16257894,0.0064082085,-0.32614666,-0.019801628,-0.014632858,-0.34719685,0.053584367,0.34126198,0.25688106,-0.31846052,-0.112465516,0.08874148,-0.22563207
hour,2039,0.5270846,0.15219979,-0.1486259,0.05303166,-0.23506375,-0.08727671,0.0750844,0.28693795,0.048888605,-0.12066467,-0.21192048,-0.23933138,-0.10092486,-0.39138374,0.49657091
step,2036,-0.31397828,-0.15763327,-0.103767455,-0.09038234,0.13504888,0.12728576,0.014802653,0.2867484,0.039675847,0.18985786,0.07092824,-0.11428406,-0.136036,0.16368411,-0.1892717
organization,2022,-0.074905165,-0.647775,-0.1124813,-0.16713616,0.10486388,-0.07063402,-0.08263646,-0.09009679,0.11181872,0.06499456,-0.08725515,0.4169105,-0.20613793,-0.08266596,0.19674225
election,2016,-0.044789974,-0.10362177,-0.2162382,-0.26946628,-0.052527115,-0.09601957,-0.11217024,-0.2873771,-0.2867086,-0.12922366,-0.06950335,0.02302282,0.16445296,0.24666525,0.026574828
conference,2012,-0.30708078,-0.44260138,0.19649632,0.2386161,-0.11667197,-0.16016515,-0.42423305,-0.3758159,0.18974027,-0.114726104,-0.21768598,-0.08266557,-0.16835283,0.5709824,-0.22618032
constitution,2011,0.2681022,0.027208926,-0.27793446,-0.24778225,0.40446907,-0.009708084,-0.28819042,-1.3533822,0.42324933,-0.13587962,0.11453403,0.3083153,0.007421205,-0.521115,-0.12353386
though,2004,0.052984904,-0.19858071,0.13650914,0.12198998,0.038793217,-0.012986344,-0.22469553,0.13174936,0.1510921,-0.098904565,-0.048564248,-0.36791766,-0.011128477,0.639258,-0.19618773
mean,2001,-0.28714657,0.11153702,-0.16999733,-0.0051813005,0.15010819,-0.0021745455,0.20083462,0.036369506,-0.14514218,0.016968966,0.009812231,-0.22978982,0.032548215,0.16903062,-0.18874785
reason,1997,0.04760387,-0.17076585,-0.3485675,0.28358236,-0.019304497,0.11787572,-0.080281556,-0.1988745,-0.31020457,-0.24298505,0.0189815,-0.0711716,0.06925333,0.15485747,0.22559862
protection,1988,-0.14688423,0.31406918,-0.08372654,0.64214766,0.03142276,0.23938572,-0.20847228,0.19673552,0.2649393,-0.21169445,-0.2522169,-0.25190482,-0.23615484,-0.54491955,-0.17545028
approved,1986,-0.3300299,-0.35392985,0.2522142,0.2559114,0.13091479,0.11718993,-0.05556379,0.22477452,-0.037520245,-0.13865279,0.039548364,-0.10582,0.08963615,-0.85860103,-0.15949497
chief,1984,0.3242037,-0.0041435,0.07140323,-0.30575112,-0.06710008,0.07021671,0.20698941,0.12885508,-0.20482334,-0.04741251,0.044615835,-0.34451777,-0.011330839,-0.8086479,0.27668923
argument,1972,-0.011666665,-0.087263785,-0.15480348,-0.03876987,0.22221932,-0.19459927,0.046376273,-0.06887519,-0.10261099,0.06798946,0.10654181,-0.13221148,-0.20962374,-0.023957977,-0.16122831
cause,1969,-0.22626409,-0.13010362,0.6512303,0.13423921,-0.10649303,-0.17306308,-0.25640413,-0.14931287,0.23630136,-0.3869105,-0.047924947,0.111299105,-0.13050447,0.03966936,0.013048213
im,1965,-0.36497477,-0.3843192,0.10779656,0.20314592,-0.19031532,-0.1331165,-0.038818236,-0.28500664,0.032333754,0.40425277,0.07200495,0.007275483,0.06885053,0.1248132,-0.27632913
supporter,1963,-0.35780787,-0.4197219,-0.06290544,0.054297052,0.013455246,0.15316106,-0.0031515723,0.118425585,-0.69518465,-0.37751126,-0.17963973,0.47305506,0.12197595,-0.32212248,-0.17765258
meeting,1953,-0.2332345,-0.1563574,0.4251066,-0.29994643,-0.273586,-0.13666351,-0.45150846,0.2649986,-0.1414663,-0.18564165,-0.3086489,0.1261581,0.011476918,0.41180313,0.10210785
concealed,1948,0.2596501,-0.46621215,-0.5491588,-0.006778479,-0.0142200105,-0.07552888,0.2045617,0.22024858,0.17283846,-0.012701418,-0.11417796,0.05459578,0.08853165,0.09255919,-0.09591675
similar,1947,-0.07036127,-0.22634207,-0.3208813,0.45172545,-0.30661675,0.07345003,0.24707404,0.22021964,0.18734889,-0.21171834,0.083075434,-0.053139653,-0.018512422,0.36877358,-0.12582275
sign,1946,-0.023845904,0.14304563,-0.04200069,-0.40640658,-0.15543665,0.06857306,-0.2811159,-0.09937169,-0.018912304,-0.1948226,0.050016355,0.3897017,0.12124383,-0.43252957,-0.21265446
move,1945,0.29661277,-0.037256505,-0.38062668,-0.0934521,-0.08994715,0.089634076,-0.19018674,-0.010768689,-0.39234632,-0.39469358,0.06527709,-0.19670737,0.094692715,0.61689854,-0.06901072
reduce,1927,-0.1313174,0.031720903,-0.6616998,0.11879507,0.04321908,0.15418264,0.21885617,-0.6011906,-0.056450885,0.4499038,-0.39289492,-0.26702395,0.21510552,0.04993685,-0.18752436
result,1926,-0.008524307,0.36308432,0.115619466,0.40313914,-0.23954587,-0.0370597,0.13243099,-0.2978665,0.039806213,-0.28445044,0.038609963,-0.0069585517,-0.16191165,-0.1082918,0.19050738
making,1920,-0.11139568,0.16521129,0.46804622,-0.1624947,0.03648648,-0.023674574,-0.17437524,0.17962196,0.26024258,0.33666378,-0.016192062,-0.21773814,-0.16479252,-0.40292287,0.034493376
stand,1919,0.25763738,-0.09954172,-0.096307084,-0.13418506,-0.05038196,0.15473364,-0.36022747,-0.25251737,-0.118472144,0.089311354,0.22928439,0.18086585,0.007956591,0.399708,-0.1945952
however,1917,-4.8171365e-05,0.04855916,-0.083333835,-0.051036317,0.050673045,0.07438891,-0.12597658,0.19565552,0.06693083,0.08009014,-0.020076046,-0.23759928,0.013210868,-0.16780418,-0.06832942
punishment,1909,-0.69620764,-1.2387205,0.45350277,-0.19398709,-0.053866107,0.3459103,0.25119352,-0.21607086,-0.031569835,0.2585239,0.12247794,0.2209526,0.1829895,0.351898,-0.16878688
whose,1908,0.40500683,-0.016825331,-0.023990301,-0.067042455,0.07268889,-0.13134806,0.15598887,-0.44638827,0.14801605,0.15596507,0.3055223,0.035347868,0.07387442,-0.9363684,-0.05961792
voted,1903,0.03780698,0.035102986,0.3269918,-0.14809261,-0.20185548,-0.15641212,-0.09096509,-0.18208899,0.32816243,-0.19817257,-0.516229,-0.14765595,0.20520306,-0.34102052,0.03424166
find,1902,-0.11079168,0.2852506,-0.029211346,-0.15180466,-0.29286438,0.043393556,-0.18719557,0.22437511,-0.0978079,0.13000482,0.03921786,-0.04189893,0.12615359,-0.0762698,0.09504481
pay,1902,0.4191503,0.053142946,-0.46272665,0.23544127,-0.16987018,-0.19710313,-0.060756315,-0.2375722,-0.16856647,0.13280672,-0.13702585,-0.36049858,-0.21029703,-0.2872085,-0.13172217
hand,1901,0.021320365,0.0057591954,0.06961866,0.110898264,-0.012212044,-0.08317971,-0.045361746,0.09436287,0.012933951,0.29657927,0.22180504,-0.12257403,-0.016657803,-0.5214318,0.009461863
attack,1888,-0.26972884,-0.15803505,-0.008960196,-0.0371726,-0.106255814,-0.2576393,-0.34640822,0.5843613,-0.45343652,-0.6321112,-0.0145192705,0.19334948,-0.1982587,-0.05579277,-0.0837398
regulation,1881,-0.10488965,-0.30510098,-0.16172472,-0.26635405,0.2218719,0.13487877,0.09519117,0.0992372,-0.11927662,-0.047077663,-0.046216127,0.11200102,0.0052028657,-0.32562497,-0.12246457
guncontrol,1879,-0.09238768,-1.0602481,0.007739308,-0.3283617,0.0625197,0.032346137,-0.33247688,-0.106076285,0.014107344,0.2981185,0.31310827,0.15909569,0.12438035,0.35832843,-0.14006689
street,1869,-0.04404466,-0.27957472,-0.054487623,-0.4307259,-0.005074639,0.050072815,0.0151906125,-0.4030078,0.09050069,0.19878437,0.17612961,0.28494167,-0.103940055,0.2827783,-0.2627192
pas,1869,0.35776597,0.66130984,0.0015714422,-0.38994038,-0.27819127,-0.042850234,0.110492304,-0.062126517,-0.20284078,0.3585879,-0.34874246,-0.06609637,0.047698133,-0.023763493,0.052925903
