word,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
factory,0.013395276,-0.08888945,0.05214483,-0.09790471,-0.09766157,-0.053211257,-0.040618774,-0.06785261,-0.0386198,-0.14738771,0.105627514,0.08029517,-0.05171072,-0.101769865,0.00266554
cool,-0.034779634,-0.061878834,0.011000344,-0.111751035,-0.12099503,-0.113371596,-0.038772658,-0.062079463,0.0036358358,-0.0818634,0.11426291,-0.075450815,-0.08543307,-0.0909049,-0.005755067
dismissed,0.06957893,-0.06475867,-0.123297974,-0.07057304,0.07992258,-0.11407733,-0.12869623,-0.052667744,0.03843156,-0.11738582,-0.103942536,-0.12045726,0.005720394,0.04318312,-0.00020389004
grand,-0.10737151,-0.056552663,0.05686476,-0.09503876,-0.078170955,0.07634203,0.10244194,-0.064400926,-0.104588345,-0.10076996,-0.10563197,0.11028228,0.006606508,-0.1192028,-0.001556095
talking,-0.10330985,-0.06870747,-0.1484946,-0.13103989,-0.007328402,0.026565354,-0.031207277,-0.05332891,0.1281513,0.08624488,-0.15359677,-0.15342921,0.018301332,-0.10701373,0.0017811835
material,0.078177266,-0.089261256,-0.15807356,-0.08445013,0.07024759,-0.10189031,-0.096762836,-0.058146346,0.058617827,-0.06117755,0.010607532,0.07338698,0.0073936144,-0.09386917,0.0052141864
courtroom,-0.09706186,-0.08505208,0.015151984,-0.07599444,0.10116185,-0.10753466,-0.031999867,-0.055613097,-0.1109143,0.040089514,-0.108153924,-0.08818609,0.0056907185,-0.107710734,-0.0048163226
petition,-0.07676793,-0.07590715,-0.12012755,0.087630086,-0.07088328,-0.010697458,-0.13312897,-0.047691736,0.052558634,-0.142739,-0.0026734394,0.08297476,0.10095615,-0.11709746,0.006245847
davis,-0.12674613,-0.06645204,-0.10541132,-0.07847629,-0.10490078,0.06504274,0.08439706,-0.060436115,-0.11628919,-0.12022106,-0.009449459,0.110622495,0.07816366,-0.10998067,0.005390136
solution,0.09017153,-0.083992146,-0.11857889,0.055992488,0.031486675,0.06912313,-0.10346168,-0.049551,0.072725035,0.09670653,-0.109786294,-0.12490132,-0.15410738,-0.123210736,0.0025315625
infant,-0.06005702,-0.0493441,-0.039248142,-0.10444372,-0.035080463,-0.092746995,-0.10424488,-0.063819736,0.062734686,-0.094800234,-0.09817501,0.031076433,-0.023536658,-0.10309404,-0.0055392724
promote,0.14859675,-0.09516723,0.114886895,0.06114845,-0.051865485,0.09746988,-0.14310747,-0.06366142,-0.13417597,-0.06613575,0.013039659,-0.13862431,-0.078971595,-0.12115286,0.00448432
star,-0.0076908497,-0.08420851,-0.14436935,-0.0846787,-0.061536986,0.09511753,-0.116074,-0.09489119,-0.119632825,-0.097592466,0.1275405,0.04043323,-0.07749935,0.08215622,-0.005411497
usually,-0.12979169,-0.06881966,-0.12807763,-0.11524501,0.13230377,0.009482223,0.06471657,-0.058563415,0.031544704,-0.020706162,-0.044308685,-0.0066049295,-0.05489429,0.074879006,-0.005077792
electronic,0.008780157,-0.05828537,-0.12844793,-0.089546114,-0.08318058,0.037162315,-0.088931166,-0.04428575,0.04083492,-0.13268322,0.08128578,-0.093857355,0.0611177,-0.08669696,-0.005745018
video,0.05637532,-0.08022371,-0.13927032,-0.10205319,-0.0035452282,-0.10879055,-0.12010078,-0.0675148,0.08199139,-0.016818339,0.047265783,-0.13269277,0.074381195,-0.0943384,-0.0037435924
apartment,-0.120829135,-0.084612265,-0.09247154,-0.101858534,0.112718,0.013037963,-0.046216752,-0.06467455,0.06994561,-0.13283797,-0.06613016,0.094806165,-0.10726964,-0.07962058,-0.003345673
unanimously,-0.04674533,-0.07698157,-0.10750222,-0.10072831,-0.08279288,0.06930266,0.07382474,-0.05650866,-0.08447957,0.013909547,0.035762656,-0.13235335,0.05073875,-0.099276476,-0.0011322497
owned,0.07876749,-0.07638413,-0.1549254,-0.11022024,-0.027204504,0.11066196,-0.11132234,-0.06287273,-0.05051645,0.05997019,-0.08256449,-0.1294994,-0.10402893,-0.112852864,0.00040799135
exempt,-0.06610557,-0.06913138,-0.08134044,-0.11436616,-0.070919015,0.08453907,0.098471716,-0.0575088,-0.08002464,-0.11981645,-0.05771293,-0.11794432,0.006013443,0.100883484,-0.0027037412
trouble,0.106891654,-0.07642309,-0.14297433,-0.10392834,-0.10447553,0.11464675,0.07426359,-0.050942246,-0.011777051,-0.1248034,0.027836094,-0.14343514,-0.089975804,-0.10297856,0.0042863465
avenue,-0.113665484,-0.058787018,-0.12118752,-0.09277617,-0.1093121,0.09953058,0.093817465,-0.0653757,-0.04952823,0.039433908,0.109543264,0.052415665,-0.06411729,-0.09605039,-0.002560987
meant,0.062404826,-0.078777336,0.082322516,-0.09619865,0.05066466,0.04841525,-0.13463196,-0.07029655,0.0077936165,-0.15844184,-0.010965457,-0.124491595,0.0414104,-0.10874988,0.00581354
proof,-0.072635256,-0.06968435,0.070408285,-0.11196423,-0.08031777,0.12586789,-0.029425574,-0.057733398,-0.024245547,-0.112086825,-0.0046521532,-0.11828881,0.014160267,-0.11110629,-0.0042601
counsel,0.0269759,-0.07289347,-0.0658664,-0.08041537,0.073484935,-0.02565707,-0.12720583,-0.043376975,-0.069034286,-0.07724613,-0.037358895,-0.09195785,-0.009973921,0.01955475,-0.004795555
rank,0.041110795,-0.07487563,-0.14253192,-0.10039617,-0.06308893,-0.05757708,-0.08970193,0.07966303,0.07008215,-0.14297147,0.07847178,0.036886603,0.09712463,-0.12931415,-0.003376324
claiming,-0.11990483,-0.074205555,0.034200277,-0.07375016,0.10470465,-0.11657171,0.07144718,-0.046416286,-0.07100239,0.09594392,-0.09841173,-0.11130339,0.107818484,-0.11095816,-0.005977342
drink,0.043696307,-0.07022078,-0.11816539,0.0850798,-0.093726106,-0.11002221,-0.120263636,-0.05961269,-0.03213078,0.08201602,-0.06092503,0.10180736,0.043086838,-0.093576364,0.0054936707
welfare,-0.058799002,-0.08378948,0.09310276,0.096793495,0.06638829,-0.05413337,-0.099660374,-0.069837324,-0.062657885,-0.12641114,-0.09215808,0.027691953,0.07981022,0.067604005,-0.005831152
double,-0.014298723,-0.08945965,-0.0147866625,-0.12663594,-0.10450684,-0.102186345,0.037865803,-0.07292206,0.09192399,-0.07161907,0.05059333,0.06111445,0.037108675,-0.105778486,-0.0015923793
blow,0.025995374,0.066714294,-0.13545255,-0.11432911,0.08117923,0.012626064,0.10347263,-0.053332347,0.026822498,-0.10918746,0.0034863865,0.09568031,-0.12175424,-0.10094369,-0.0036352635
credit,0.11061865,-0.075711995,-0.11591649,0.067066014,-0.09321098,-0.047918435,0.076446556,-0.05825391,-0.0646487,0.030341296,-0.120015316,-0.111004055,0.07894317,-0.10779657,-0.0060574724
ready,0.11398269,-0.07912344,0.065567456,-0.09547133,0.026132423,0.0031133315,-0.13879701,0.08309559,-0.09274791,0.050833177,-0.042823378,0.04772009,0.084339894,-0.11916171,0.0009335583
reservation,0.09534171,-0.06081345,-0.08472437,-0.08759221,0.008760384,-0.14276978,0.08499889,-0.057209637,-0.104359925,-0.049336337,0.039435875,-0.10470997,-0.087003805,-0.09937429,0.0044889813
va,0.079036295,-0.096343614,0.027708437,-0.109499365,0.065927334,0.10908876,-0.13957796,-0.06515535,-0.07730799,0.048592586,-0.12662652,-0.10997926,0.02585349,-0.10341087,0.0036621247
michigan,-0.08903817,-0.07431041,-0.12190575,-0.10420593,-0.13420229,0.12005152,0.06394726,-0.06661502,0.011940344,0.105537176,0.019015903,-0.13392736,0.11161742,-0.11026548,0.0033911979
permitted,-0.107576855,-0.07383233,-0.095784776,-0.105658546,0.039340794,0.097277366,-0.115929626,-0.06589498,-0.09477386,-0.12210605,-0.023715233,-0.13623719,0.099367104,-0.11436287,0.0020842222
beer,0.0699844,-0.05626141,-0.14326689,0.07288628,-0.0875256,-0.027778126,0.023417138,-0.058237474,0.097895056,0.043183677,-0.14321184,0.08777479,-0.08659872,-0.12485397,-0.00038205364
diagnosed,0.019489206,-0.052757934,-0.13798538,-0.10461701,0.055855118,-0.036648326,-0.10272211,-0.057485316,0.05484883,0.06592105,-0.1335348,0.036706205,-0.052545268,-0.079876855,0.0032325673
none,-0.047676392,-0.09434973,0.11453489,0.10130027,0.092657425,-0.12323175,0.10191341,-0.057983197,-0.13231324,-0.025352662,0.008507133,0.09372559,-0.030460723,-0.118099555,0.0051974636
notice,-0.043317422,-0.071229905,-0.1383929,-0.10486052,0.01408741,-0.071550645,0.032968942,-0.061923616,-0.00040309477,0.08916125,0.05290153,-0.107903615,-0.053632025,-0.116546966,0.0014797348
significantly,-0.108630456,-0.081077814,0.0066515226,-0.10056308,-0.103269555,0.15459427,-0.13694283,-0.07167606,0.06691118,-0.11574572,0.038674086,-0.013032651,-0.047768623,-0.094422854,0.005290774
window,0.068903916,-0.09270574,-0.1235192,-0.10375583,-0.07411142,0.10872076,-0.06838672,-0.060416296,-0.0047962726,0.058308642,0.05741854,-0.12829271,-0.14731139,-0.115227625,0.0029664955
losing,0.023960017,-0.0884759,-0.13651861,-0.11274444,-0.108281985,-0.111917175,0.1173451,-0.064457946,-0.093788356,0.11314084,0.020329034,0.034627706,0.12155039,-0.12368027,0.0014551921
suffered,-0.0067944056,-0.07437221,0.02094082,-0.1060482,0.083971106,-0.05572981,-0.028926866,-0.06415458,0.016905943,-0.061176613,-0.108754784,0.054031096,0.023131343,-0.102240354,0.00258095
preventable,-0.10729409,-0.0766155,-0.13072674,-0.11148128,-0.03278988,0.08487132,-0.044973947,-0.05587904,0.06311039,-0.13354848,0.1351144,-0.14039083,0.044561252,-0.13036932,-0.0064082504
snuff,-0.0016362318,-0.08190066,0.06421966,-0.12299601,-0.05505584,0.04686863,0.045308065,-0.058845524,-0.052373443,-0.053842798,-0.103864685,-0.11538285,0.0682209,-0.10495644,-0.00054908934
commerce,-0.052515674,-0.08446187,0.10381004,-0.08179126,-0.114282675,0.09122791,-0.11779238,-0.04200556,-0.11293586,0.07548876,-0.07769762,-0.10391651,0.112716,-0.10132388,-0.0034991342
relation,0.12144703,-0.07531767,0.040636882,-0.09378244,0.032800462,-0.13773379,-0.09686666,-0.055975053,-0.05321915,-0.11115078,0.10769163,-0.14104846,-0.032333698,-0.1091143,-0.0020199884
partnership,0.073228054,-0.044709157,-0.11584532,-0.08235447,-0.06092426,-0.109961115,0.029787637,-0.043599777,0.124754295,-0.025692645,0.07930331,0.06369881,-0.13365506,-0.09823771,0.0057903007
chain,0.09979881,-0.08778663,-0.12113611,-0.10316973,-0.060600925,0.07560583,-0.08123607,-0.071484886,-0.110264406,-0.13747726,0.052508455,-0.13193,-0.095895246,-0.1033254,0.0029084934
reader,-0.0759551,-0.07785743,-0.037285328,-0.1401139,-0.07483286,0.0058936165,-0.1133956,-0.052780256,0.10328608,0.014451202,-0.046795122,0.09732154,-0.109345965,-0.10758349,-0.006214428
theater,-0.10429614,-0.051666662,-0.11738073,-0.108284496,0.043622836,0.08204738,-0.073986456,-0.056843426,-0.11469917,-0.102309056,0.1038128,0.06031681,-0.099465385,-0.101894334,-0.00373703
moment,-0.14502172,-0.06782852,-0.12057048,-0.1348991,0.0654464,0.042176824,-0.035387825,-0.05902951,-0.12786165,0.09971983,0.074687496,-0.1362201,0.117963925,-0.09555618,0.0018639032
eating,-0.117589734,-0.07332626,-0.12822264,0.07082482,0.079245165,0.0025148287,-0.1143304,-0.06378861,0.1195799,0.09041147,-0.14424583,0.08639396,-0.13149443,-0.10722016,-0.004692122
provides,0.072367154,-0.083260424,0.08352024,0.082920305,-0.07937802,-0.082677074,0.0049986644,-0.04886425,-0.028032316,0.07581268,0.10812212,-0.13366748,0.047646847,-0.09276002,-0.006073894
phone,0.03049368,-0.06491787,-0.104777955,0.093787834,-0.0752118,0.038447276,0.07575028,-0.044113483,-0.08676528,0.067671105,-0.08981504,0.090327896,-0.12396532,-0.08843734,0.0016982444
web,0.0849816,-0.05826114,-0.14210123,-0.08570501,-0.10293681,-0.07395237,0.11462036,-0.04891311,-0.076779425,0.062278185,0.046039775,-0.13806428,-0.04497201,-0.08951873,0.00139612
bear,-0.06455822,0.07996738,-0.0031881412,0.054754384,-0.053710338,-0.10398424,0.0010698437,-0.065405905,-0.11651587,0.12457113,-0.13029778,0.014669254,-0.04571934,-0.11295443,-0.00469155
urge,-0.13364868,-0.06547799,-0.14208938,0.08725925,-0.10618723,-0.06455194,-0.11553357,-0.061815426,0.10486142,0.09491017,-0.13013199,0.08418282,-0.0076909447,-0.11840021,0.0017466979
calif,0.04282852,-0.07962491,0.055394404,-0.104104996,-0.06766063,0.0078065726,-0.082229294,-0.061794754,0.11632633,-0.024761945,0.044923026,0.038049717,-0.110484004,-0.10779589,-0.0028937715
ceo,0.0016503334,-0.10537774,0.11850136,-0.09277033,-0.12901044,-0.06593531,-0.11599054,-0.054541696,0.022935763,0.11286957,-0.06760683,0.06655123,0.11894782,0.05316333,0.0011713606
encourage,-0.03655643,-0.057328988,0.08028605,-0.12593392,-0.06928848,-0.068998404,0.037739646,-0.057755176,0.0032510625,0.036891345,0.07269112,0.029321006,0.09413074,-0.10908452,0.003450075
february,0.1303792,-0.0777928,0.032931432,-0.11189367,-0.09896221,-0.12591301,0.092382975,-0.05932617,0.034714196,-0.08144572,0.033332508,-0.13271657,-0.10099896,-0.10570869,-0.0025017275
lack,0.05249835,-0.078235105,-0.12096328,-0.119385004,-0.03676042,-0.10918292,-0.013743258,-0.06620175,0.01225133,0.121017545,0.09907523,-0.12849084,-0.094372764,-0.11440151,0.0051957304
shot,-0.02390895,-0.08798569,0.107558444,-0.12089827,-0.006865688,-0.10948119,-0.015032593,-0.066613495,0.08249068,-0.1529788,-0.02098685,0.06348367,0.12851903,-0.10022567,0.0027669233
recommendation,-0.13498405,-0.06774186,-0.093736626,-0.09544872,0.01521252,0.05167348,-0.03169779,-0.07083575,0.06271569,0.08060644,0.044340063,0.029305398,0.05336827,0.026086373,0.0045486246
century,0.012469493,-0.0808462,0.08868151,0.059780013,-0.09907791,-0.043276615,-0.1044657,-0.06529149,0.08247698,-0.15096164,0.07788473,0.046571516,-0.020797158,0.09344941,-0.005725061
jack,-0.101273514,-0.0719895,-0.10499996,-0.11122506,-0.019326597,0.000110638815,-0.11012642,-0.06512912,0.14663602,-0.14895529,-0.09057631,-0.10150364,0.0573703,-0.11042418,-0.005512439
gas,0.091767706,-0.07264228,0.05514336,-0.090927765,0.031130772,-0.057015393,-0.0489857,-0.06337684,0.043667044,-0.09846572,-0.125418,0.028443338,0.085630104,-0.097087234,0.00011546964
driver,-0.041607134,-0.069069415,-0.1148426,0.062708244,0.0060290815,-0.10081659,0.12169036,-0.065279454,-0.049282443,-0.08771897,0.04069965,-0.13896686,-0.064086504,-0.106354006,-0.001642933
suggest,0.045727536,-0.099578284,0.11000052,-0.11306662,-0.085592635,-0.10024445,-0.12829514,-0.054047965,0.058851782,-0.0052598906,-0.019819144,-0.13211301,0.08140709,-0.10710232,0.0009531355
burn,0.09495089,-0.08703076,-0.12793338,-0.11514309,-0.10215603,-0.08917447,-0.11734549,-0.0880628,0.08587918,0.077885814,-0.040650554,0.016820947,-0.07165894,-0.112428114,-0.0039811907
premature,0.0348715,-0.057132207,-0.016318336,0.073944025,0.07928557,-0.11931869,-0.12497214,-0.055808194,-0.024301326,-0.13708219,-0.10699295,0.08675643,0.07034876,0.01850266,-0.0048729377
book,-0.1269155,-0.0686524,0.0009873633,-0.098327935,-0.08766535,-0.11632277,0.006838103,-0.05483375,0.036895517,-0.07875901,0.12949204,-0.12371042,0.065101385,-0.092826456,-0.0055887336
regional,0.098741755,-0.0959481,-0.10039298,-0.08852877,-0.09179947,-0.025296343,-0.106699824,-0.04703716,-0.07916356,-0.13348068,0.14198928,-0.14005882,0.07299504,-0.09475045,0.0058183055
requirement,-0.09046461,-0.08943315,-0.096596494,-0.112568535,0.11987142,0.0374353,0.09086709,-0.049790274,-0.11999955,0.1144805,-0.11252997,0.043804906,-0.032212384,0.059999034,-0.005193511
constitutional,-0.0522464,-0.07355409,0.10078397,0.0747417,0.13995017,-0.07576526,0.073585354,-0.05459195,0.012873816,-0.13632922,-0.13430524,-0.13342714,-0.06579352,-0.11279659,-0.003148377
effectively,-0.10875406,-0.07589757,-0.00025039667,-0.11032206,0.09042687,0.052511767,0.049833197,-0.05327519,-0.022123793,-0.10963084,0.002807361,-0.13069403,0.015250907,0.067968935,0.0007276323
count,-0.104432315,-0.073834516,-0.11087194,-0.12379026,0.07057735,0.011156307,0.055722885,-0.066513695,0.053238433,-0.029005717,0.08465266,0.06502936,-0.10396932,-0.111847974,-0.004203252
feature,0.106575206,-0.06568533,0.081884384,-0.12234408,-0.14098743,-0.03381487,-0.116177775,-0.045052007,-0.031309105,0.08762769,0.04950737,0.067631684,-0.11850955,0.06598764,-0.0058458075
largely,-0.065899804,-0.08707035,-0.13084213,-0.0936383,-0.04751,0.07214067,0.08699241,-0.05457976,0.08827287,-0.13460678,-0.012120081,-0.12802571,0.064076535,-0.14000301,0.0016566287
drinking,0.051362343,-0.0635424,-0.13170929,-0.12427013,0.11144067,-0.09251769,-0.11369561,-0.07058298,-0.12861852,0.053604245,0.040520523,0.06591511,0.118328884,-0.087206304,6.7537454e-05
smokeout,-0.09905441,-0.05414327,0.094947636,-0.11216693,-0.088012256,-0.106516816,-0.08813401,-0.06461037,0.035386194,0.060885053,0.03289466,0.03678771,-0.077979654,-0.10792638,-0.0055587497
bid,0.06424596,-0.09312666,0.06932683,-0.07090593,-0.0007635195,-0.106856026,-0.022484925,-0.039634705,-0.102771506,-0.092497766,-0.117336236,0.047324255,0.10032031,-0.08881994,-0.0024994959
keeping,-0.030088313,-0.08065924,-0.13377106,-0.12385064,-0.054162685,-0.09116809,0.03472371,-0.062271375,-0.111157626,-0.11576141,0.10215968,-0.13528676,0.13891783,-0.11410935,0.004646511
enact,0.0050714365,-0.06337633,-0.09845109,-0.118356265,0.057260524,-0.018880665,-0.04948693,-0.055205308,0.03201438,-0.13180803,-0.11850386,0.015710395,0.080665715,-0.11089423,0.0056125536
unlike,0.07985659,-0.088609055,-0.15770979,-0.123082004,-0.1167669,-0.123088636,-0.01672317,-0.057674382,0.1273964,0.026810527,-0.07577894,-0.01131817,-0.020530263,0.07078286,-0.0061818473
killer,-0.12334084,0.06723004,0.1101715,-0.102696076,0.023914028,0.103755765,-0.020768095,-0.03904323,0.10343545,-0.0124009885,-0.13751966,0.09065325,-0.13152514,-0.111181796,-0.0014111014
delivery,0.04957403,-0.081259795,0.08498428,-0.103925094,-0.08581592,-0.07051667,0.025194483,-0.050456107,0.05086262,0.043444328,-0.09110264,-0.08659712,-0.08441541,-0.09815354,0.002023375
passage,-0.106755085,-0.07615957,0.06980713,-0.14160751,0.017169068,0.038495667,0.07111165,-0.08020165,0.11968759,-0.15891312,-0.048438944,-0.14616293,0.078786746,-0.121729635,6.5837754e-05
involving,0.11388478,-0.079124756,0.10314056,-0.09607516,-0.06473616,-0.08116872,0.01200812,-0.05469362,0.050575007,-0.11359642,-0.10708587,-0.09470632,-0.040654093,-0.098390125,-0.0058352514
decrease,0.06354797,-0.13952214,-0.1152334,-0.10720933,-0.047822706,0.09998451,0.0831432,-0.07150999,0.015167488,-0.03124404,-0.11156711,-0.11713094,-0.101759166,-0.09619834,0.001417673
ramsey,-0.08643014,-0.06178704,0.07877713,-0.08686722,0.0327167,-0.0058517503,-0.13793744,-0.05546826,0.011241552,0.071134806,-0.115745515,-0.051875446,0.04090436,-0.08079982,0.0028486499
prohibiting,-0.12937345,-0.06433398,-0.10443719,0.07657724,0.12248516,0.07528519,-0.08995031,-0.06440221,-0.11000029,-0.122428134,-0.0039961603,-0.14377837,0.12196166,-0.09703667,0.0027332902
buyer,0.11785996,-0.11127623,-0.11780232,-0.07230454,-0.09766622,-0.12746543,0.0591021,-0.058436655,-0.1158077,-0.13534984,0.05804894,-0.10700361,-0.08284447,-0.09352715,0.005380973
signature,-0.067471325,-0.055170115,-0.0990361,-0.08434928,-0.07597093,-0.15042824,-0.013539165,-0.04771936,-0.08698983,-0.06331954,0.11962364,0.09712965,0.105109654,-0.07076808,0.002579344
buyout,0.05956983,-0.13459596,-0.0883782,-0.06756148,-0.053952064,-0.09318099,-0.10013949,-0.04527454,-0.07653901,-0.0911306,0.056550913,-0.08263171,0.08305152,-0.10500722,-0.005180977
critical,-0.06664831,-0.07775055,-0.14673765,-0.11314606,0.00024291845,0.1294163,-0.117893144,-0.06155525,0.050236966,-0.13376792,-0.074342094,-0.11493295,0.03612955,-0.087434076,-0.00046928425
williams,-0.07795,-0.09976912,-0.13194579,-0.08260757,0.0613804,-0.03885827,-0.11072021,-0.052955747,0.060007986,-0.10094955,-0.043674152,0.08864944,0.012979481,-0.08122728,0.0042317747
filter,-0.03107641,-0.07266671,-0.15016131,-0.11148166,0.075951606,-0.0841596,-0.11664488,-0.057306964,0.11402257,-0.054315418,-0.08218198,-0.112242565,-0.07831,-0.099268,0.00066261535
meanwhile,0.02353783,-0.06986413,-0.12600325,-0.08178823,-0.1283867,-0.029161928,-0.018767197,-0.049567487,-0.026760459,0.112787955,-0.006885244,-0.024225052,0.08277455,0.07539987,-0.0032411327
visitor,-0.129517,-0.060493615,-0.09840559,-0.10932373,-0.089855194,0.105955616,0.069372356,-0.05694374,0.11202872,-0.106220864,-0.07437217,-0.04659239,-0.07352222,-0.113772,0.003935001
breathing,-0.08685401,-0.0737576,-0.12030178,0.07842831,-0.08860218,0.0060184333,-0.09800937,-0.06528834,0.10817098,-0.05202694,-0.12362633,-0.15663528,0.043980308,-0.11444346,-0.0062933196
cartoon,-0.016781809,-0.06069032,0.043657556,0.07874458,0.01658292,-0.07390052,-0.12418568,-0.053148072,-0.10780402,-0.10818172,0.10582616,-0.1389227,-0.088330984,-0.1268098,0.0032515356
waiting,0.0051459474,-0.08009875,0.05351066,-0.104731716,0.07408973,0.03322114,-0.11598359,-0.05535023,0.10547081,0.08643843,-0.11415918,-0.12729944,-0.10541144,-0.09793112,-0.005563942
regularly,-0.034277625,-0.07077678,-0.12327472,-0.11106056,-0.083480805,0.079427935,0.0025617357,-0.06402032,0.01640009,-0.0826711,0.08937057,-0.13291614,-0.09201087,-0.109986864,0.004054323
bay,0.08926132,-0.0757382,-0.10547714,-0.09775356,-0.014779288,0.0810319,-0.082030326,-0.056853417,-0.030601086,0.091273166,-0.10984788,0.06557018,-0.07443672,-0.111055404,0.003926111
flavor,0.07077174,-0.07003699,0.08135734,0.076168805,-0.058039278,-0.048969332,-0.12539682,-0.053534824,0.080763966,-0.07186761,-0.05853246,0.06512174,-0.0997862,-0.10774829,0.0036610626
politics,-0.020199606,-0.06516385,-0.11940121,-0.089277685,-0.063534714,0.10507718,-0.09994438,-0.051677007,0.075736485,-0.11494525,-0.12608637,-0.13550547,0.07086123,0.06757665,0.0022479945
coffee,-0.07147154,0.06780259,-0.13779293,-0.106053434,0.091995224,-0.06278847,-0.13712707,-0.060568698,0.10085409,-0.11691181,0.093555585,0.05376191,-0.12769997,-0.09575668,0.00392625
alley,0.02275193,-0.065188795,-0.07566306,-0.12636739,0.07149915,0.07550197,-0.107609265,-0.055761073,-0.091077924,-0.027690727,-0.08864205,0.00967256,-0.11163127,-0.08980852,-0.0036588907
purpose,0.05113096,-0.067891024,-0.11168807,-0.119016185,0.11417905,0.11105443,-0.12369411,-0.056462556,-0.09315336,-0.085742466,-0.091013804,0.021310097,0.022753796,-0.098854415,-0.0017932297
worried,-0.04506665,0.076409206,-0.12205787,-0.12372795,-0.035461657,0.09996853,0.0012953985,-0.06320201,0.12497216,0.06472619,-0.15854661,0.04473476,-0.0021379576,-0.12798303,-0.0018731465
exactly,0.09976352,-0.080437556,0.010648424,-0.10148971,-0.113372244,0.11466026,0.109887995,-0.06320492,-0.10652874,-0.072940245,0.04732534,0.08476413,-0.12474846,-0.10055099,0.0037734993
resolution,-0.048248403,-0.09219934,-0.113344215,-0.09513531,-0.012607258,-0.14608306,-0.10379848,-0.047758263,0.08824113,0.11134813,-0.11604888,-0.13330004,0.09728382,-0.12265323,0.0026143214
investment,0.027411321,-0.07033175,0.04730054,-0.10180288,0.08558061,0.03715647,-0.10253421,-0.050495446,-0.099196665,0.046594765,-0.10546818,-0.122402124,-0.11431121,-0.1078106,-0.0048194355
instance,0.016598038,-0.057861928,-0.123384364,-0.12164037,-0.013445172,-0.068763085,-0.00370734,-0.043407734,0.13023596,-0.14258182,0.10266085,-0.13193062,-0.0012963106,-0.09465498,0.005760096
educational,0.11485004,-0.057298627,-0.12599379,-0.095158406,0.015724134,0.08610515,-0.13912444,-0.05872771,-0.14812317,-0.042648148,0.108196415,0.041496247,-0.13256693,0.09757274,-0.003861976
strict,-0.10262922,-0.08844212,-0.10745336,-0.1141027,-0.0326358,0.1033922,0.09407405,-0.06060829,-0.10700416,0.036346372,0.100904964,-0.14220946,0.092827745,0.06669039,0.0004895524
slims,0.03706415,-0.05438093,-0.001757789,-0.09529174,-0.09118849,-0.10721049,-0.100850746,-0.04194226,-0.12445607,-0.02169598,0.11909154,0.07266691,-0.094969235,-0.108217,0.005352348
neighbor,-0.1327221,-0.099048026,0.06556608,-0.11329038,0.13028164,0.056586705,0.101485364,-0.07166963,-0.04198603,0.11534214,-0.05263288,0.082412295,-0.14632154,0.060891982,0.0027929062
shift,0.115073964,-0.076313846,-0.14045537,-0.14119112,-0.027558768,-0.0022215645,-0.11039342,-0.050697647,-0.04482097,-0.030459413,0.0933745,-0.14058405,0.04301044,-0.12642056,-0.001896534
lawton,0.052768666,-0.07690483,-0.10033494,-0.058574818,0.009833734,-0.10845614,0.010807674,-0.051706653,0.0016321292,0.03744281,-0.031194845,-0.11623218,0.112652384,-0.101841606,-0.005780193
daughter,0.09199017,-0.07619609,0.047083758,-0.1143183,0.013237282,-0.10507293,-0.10999068,-0.053283896,-0.08625594,0.08251992,-0.12850688,0.08323484,0.11914651,-0.0950138,-0.00087751506
dan,0.04655445,-0.082894824,-0.13040912,-0.106155485,-0.017946346,-0.018381394,-0.08574668,0.09104102,0.026263831,0.069483034,-0.11429226,-0.13874185,0.10079286,-0.11167256,0.0048808497
compensatory,-0.1247634,-0.08421959,-0.096798494,-0.09150674,0.09188612,-0.06584839,-0.08822881,-0.048962373,-0.1103736,-0.10905508,-0.07394394,-0.05318557,-0.073992126,-0.077106856,-0.00055073085
predicted,-0.05269106,-0.071239054,-0.1056394,-0.104285926,0.030937556,0.10851197,0.02360114,-0.04926223,0.0010134996,0.0821831,-0.109918356,-0.11604266,0.06482165,-0.107777014,0.0029601266
playing,-0.15002865,-0.074344404,0.03621243,0.09249791,0.008874282,0.08369632,-0.12235997,-0.06307938,0.0126695875,0.009443619,0.074613996,0.0030349246,0.014376038,-0.1070191,0.0029181114
dead,-0.015894642,-0.09354608,-0.13752191,-0.08850205,-0.043099586,-0.107913285,-0.021352697,-0.04633808,0.08999591,0.021005394,-0.12781188,-0.12979141,0.10305326,-0.10983953,-0.0012758966
recoup,0.054635223,-0.09657878,-0.14338459,-0.07148048,0.056658957,-0.052424673,-0.13939388,-0.062215738,-0.074303836,-0.09776441,-0.01712559,-0.08091281,-0.010645665,-0.11715458,0.0041753133
neighborhood,-0.09654869,-0.07230261,-0.12633239,-0.088127576,-0.010229577,0.083950646,-0.03175653,-0.053747553,0.10415668,-0.124673344,0.10014091,-0.11569729,-0.046299085,-0.10451968,-0.0004305657
retired,0.13364308,-0.075134516,-0.15026489,-0.10687839,0.086797714,-0.104373865,-0.115260184,-0.07589562,-0.012433346,0.11569044,-0.13197088,0.09710638,-0.14558563,-0.100594305,-0.0060939323
